id,systemcodenumber,capacity,latitude,longitude,occupancy,vehicletype,trafficconditionnearby,queuelength,isspecialday,lastupdateddate,lastupdatedtime,timestamp,vehicle_weight,occupancy_rate,baseline_price,raw_demand,norm_demand,demand_price,competitive_price,reroute
180,BHMBCCMKT01,577,26.14453614,91.73617216,53,car,0.0,1,0,14-10-2016,08:01:00,2025-01-01 08:00:00,1.0,0.09185441941074524,12.090121317157713,1.6837088388214905,0.10192108346449241,10.815368667715939,11.445677283104782,False
198,BHMBCCMKT01,577,26.14453614,91.73617216,53,bike,0.0,1,0,15-10-2016,08:01:00,2025-01-01 08:00:00,0.5,0.09185441941074524,12.273830155979203,1.1837088388214905,0.05743661662711561,10.459492933016925,11.445677283104782,False
216,BHMBCCMKT01,577,26.14453614,91.73617216,48,car,0.0,2,1,16-10-2016,08:04:00,2025-01-01 08:00:00,1.0,0.0831889081455806,12.440207972270365,3.666377816291161,0.278317028219983,12.226536225759865,11.445677283104782,False
234,BHMBCCMKT01,577,26.14453614,91.73617216,50,bike,0.0,2,0,17-10-2016,08:01:00,2025-01-01 08:00:00,0.5,0.08665511265164645,12.613518197573658,1.673310225303293,0.1009959299080825,10.807967439264662,11.445677283104782,False
252,BHMBCCMKT01,577,26.14453614,91.73617216,57,bike,0.0,2,0,18-10-2016,08:01:00,2025-01-01 08:00:00,0.5,0.09878682842287695,12.811091854419411,1.697573656845754,0.10315462153970562,10.825236972317644,11.445677283104782,False
270,BHMBCCMKT01,577,26.14453614,91.73617216,49,car,0.0,2,0,19-10-2016,08:05:00,2025-01-01 08:00:00,1.0,0.08492201039861352,12.980935875216637,2.169844020797227,0.14517201222665593,11.161376097813246,11.445677283104782,False
288,BHMBCCMKT01,577,26.14453614,91.73617216,57,truck,0.0,2,0,22-10-2016,07:59:00,2025-01-01 08:00:00,1.5,0.09878682842287695,13.17850953206239,2.697573656845754,0.1921235552144592,11.536988441715675,11.445677283104782,False
306,BHMBCCMKT01,577,26.14453614,91.73617216,47,car,0.0,2,1,23-10-2016,07:59:00,2025-01-01 08:00:00,1.0,0.08145580589254767,13.341421143847485,3.6629116117850953,0.2780086437011797,12.224069149609438,11.445677283104782,False
324,BHMBCCMKT01,577,26.14453614,91.73617216,47,car,0.0,1,0,24-10-2016,07:56:00,2025-01-01 08:00:00,1.0,0.08145580589254767,13.50433275563258,1.6629116117850953,0.10007077635167255,10.80056621081338,11.445677283104782,False
342,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,0.0,1,0,25-10-2016,08:00:00,2025-01-01 08:00:00,0.5,0.09358752166377816,13.691507798960137,1.1871750433275563,0.05774500114591891,10.46196000916735,11.445677283104782,False
360,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,0.0,1,0,26-10-2016,07:59:00,2025-01-01 08:00:00,0.5,0.09705372616984402,13.885615251299825,1.1941074523396882,0.058361770183525535,10.466894161468204,11.445677283104782,False
378,BHMBCCMKT01,577,26.14453614,91.73617216,54,cycle,0.0,2,0,27-10-2016,07:59:00,2025-01-01 08:00:00,1.0,0.09358752166377816,14.072790294627382,2.1871750433275565,0.1467139348206725,11.17371147856538,11.445677283104782,False
396,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,0.0,1,0,28-10-2016,08:16:00,2025-01-01 08:00:00,1.0,0.09878682842287695,14.270363951473135,1.697573656845754,0.10315462153970562,10.825236972317644,11.445677283104782,False
414,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,0.0,1,0,29-10-2016,07:59:00,2025-01-01 08:00:00,1.0,0.08838821490467938,14.447140381282493,1.6767764298093588,0.1013043144268858,10.810434515415086,11.445677283104782,False
432,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,0.0,2,1,30-10-2016,07:59:00,2025-01-01 08:00:00,1.0,0.07452339688041594,14.596187175043324,3.649046793760832,0.27677510562596647,12.214200845007731,11.445677283104782,False
450,BHMBCCMKT01,577,26.14453614,91.73617216,49,car,0.0,1,0,31-10-2016,08:00:00,2025-01-01 08:00:00,1.0,0.08492201039861352,14.76603119584055,1.669844020797227,0.10068754538927915,10.805500363114234,11.445677283104782,False
468,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,0.0,1,0,01-11-2016,08:06:00,2025-01-01 08:00:00,1.0,0.08665511265164645,14.939341421143844,1.6733102253032928,0.10099592990808245,10.807967439264662,11.445677283104782,False
486,BHMBCCMKT01,577,26.14453614,91.73617216,50,bike,0.0,1,0,02-11-2016,07:56:00,2025-01-01 08:00:00,0.5,0.08665511265164645,15.112651646447137,1.1733102253032928,0.05651146307070568,10.452091704565644,11.445677283104782,False
504,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,0.0,1,0,03-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.08838821490467938,15.289428076256495,1.6767764298093588,0.1013043144268858,10.810434515415086,11.445677283104782,False
522,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,0.0,1,0,04-11-2016,08:00:00,2025-01-01 08:00:00,0.5,0.0831889081455806,15.455805892547657,1.166377816291161,0.055894694033099074,10.447157552264791,11.445677283104782,False
540,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,0.0,2,0,05-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.07452339688041594,15.604852686308488,2.149046793760832,0.14332170511383613,11.146573640910688,11.445677283104782,False
558,BHMBCCMKT01,577,26.14453614,91.73617216,35,cycle,0.0,2,1,06-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.060658578856152515,15.726169844020793,3.621317157712305,0.27430802947554,12.194464235804322,11.445677283104782,False
576,BHMBCCMKT01,577,26.14453614,91.73617216,30,car,0.0,1,0,07-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.05199306759098787,15.830155979202768,1.6039861351819757,0.09482823953201637,10.75862591625613,11.445677283104782,False
594,BHMBCCMKT01,577,26.14453614,91.73617216,34,car,0.0,1,0,08-11-2016,07:59:00,2025-01-01 08:00:00,1.0,0.058925476603119586,15.948006932409008,1.617850953206239,0.09606177760722957,10.768494220857836,11.445677283104782,False
612,BHMBCCMKT01,577,26.14453614,91.73617216,32,cycle,0.0,1,0,09-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.05545927209705372,16.058925476603115,1.6109185441941074,0.09544500856962297,10.763560068556984,11.445677283104782,False
630,BHMBCCMKT01,577,26.14453614,91.73617216,36,bike,0.0,1,0,10-11-2016,08:00:00,2025-01-01 08:00:00,0.5,0.06239168110918544,16.183708838821484,1.124783362218371,0.05219407980745942,10.417552638459675,11.445677283104782,False
648,BHMBCCMKT01,577,26.14453614,91.73617216,39,car,0.0,1,0,11-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.06759098786828423,16.318890814558053,1.6351819757365684,0.09760370020124613,10.78082960160997,11.445677283104782,False
666,BHMBCCMKT01,577,26.14453614,91.73617216,33,car,0.0,1,0,12-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.05719237435008666,16.433275563258228,1.6143847487001732,0.09575339308842627,10.766027144707412,11.445677283104782,False
684,BHMBCCMKT01,577,26.14453614,91.73617216,23,car,0.0,1,1,13-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.03986135181975736,16.512998266897743,3.079722703639515,0.22612294841252362,11.80898358730019,11.445677283104782,False
702,BHMBCCMKT01,577,26.14453614,91.73617216,31,truck,0.0,1,0,14-11-2016,08:00:00,2025-01-01 08:00:00,1.5,0.053726169844020795,16.620450606585784,2.1074523396880416,0.13962109088819646,11.116968727105572,11.445677283104782,False
720,BHMBCCMKT01,577,26.14453614,91.73617216,32,car,0.0,1,0,15-11-2016,07:57:00,2025-01-01 08:00:00,1.0,0.05545927209705372,16.73136915077989,1.6109185441941074,0.09544500856962297,10.763560068556984,11.445677283104782,False
738,BHMBCCMKT01,577,26.14453614,91.73617216,38,car,0.0,2,0,16-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.0658578856152513,16.863084922010394,2.1317157712305024,0.14177978251981957,11.134238260158558,11.445677283104782,False
756,BHMBCCMKT01,577,26.14453614,91.73617216,34,bike,0.0,1,0,17-11-2016,08:04:00,2025-01-01 08:00:00,0.5,0.058925476603119586,16.980935875216634,1.117850953206239,0.0515773107698528,10.412618486158822,11.445677283104782,False
774,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,0.0,1,0,18-11-2016,08:01:00,2025-01-01 08:00:00,1.0,0.060658578856152515,17.10225303292894,1.621317157712305,0.09637016212603287,10.770961297008263,11.445677283104782,False
792,BHMBCCMKT01,577,26.14453614,91.73617216,29,car,0.0,1,0,19-11-2016,07:57:00,2025-01-01 08:00:00,1.0,0.05025996533795494,17.202772963604847,1.60051993067591,0.09451985501321307,10.756158840105705,11.445677283104782,False
810,BHMBCCMKT01,577,26.14453614,91.73617216,20,car,0.0,1,1,20-11-2016,08:01:00,2025-01-01 08:00:00,1.0,0.03466204506065858,17.272097053726164,3.069324090121317,0.22519779485611366,11.80158235884891,11.445677283104782,False
828,BHMBCCMKT01,577,26.14453614,91.73617216,26,car,0.0,1,0,21-11-2016,08:04:00,2025-01-01 08:00:00,1.0,0.045060658578856154,17.362218370883877,1.5901213171577124,0.09359470145680315,10.748757611654424,11.445677283104782,False
846,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,0.0,1,0,22-11-2016,07:57:00,2025-01-01 08:00:00,1.0,0.0415944540727903,17.445407279029457,1.5831889081455806,0.09297793241919655,10.743823459353571,11.445677283104782,False
864,BHMBCCMKT01,577,26.14453614,91.73617216,28,cycle,0.0,1,0,23-11-2016,08:04:00,2025-01-01 08:00:00,1.0,0.04852686308492201,17.5424610051993,1.597053726169844,0.09421147049440975,10.753691763955278,11.445677283104782,False
882,BHMBCCMKT01,577,26.14453614,91.73617216,32,car,0.0,1,0,24-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.05545927209705372,17.653379549393406,1.6109185441941074,0.09544500856962297,10.763560068556984,11.445677283104782,False
900,BHMBCCMKT01,577,26.14453614,91.73617216,44,cycle,0.0,1,0,25-11-2016,08:00:00,2025-01-01 08:00:00,1.0,0.07625649913344887,17.805892547660303,1.6525129982668978,0.09914562279526264,10.7931649823621,11.445677283104782,False
918,BHMBCCMKT01,577,26.14453614,91.73617216,39,car,0.0,1,0,26-11-2016,08:01:00,2025-01-01 08:00:00,1.0,0.06759098786828423,17.94107452339687,1.6351819757365684,0.09760370020124613,10.78082960160997,11.445677283104782,False
936,BHMBCCMKT01,577,26.14453614,91.73617216,22,bike,0.0,1,1,27-11-2016,08:02:00,2025-01-01 08:00:00,0.5,0.038128249566724434,18.01733102253032,2.576256499133449,0.1813300970563435,11.450640776450749,11.445677283104782,False
954,BHMBCCMKT01,577,26.14453614,91.73617216,20,cycle,0.0,1,0,28-11-2016,08:01:00,2025-01-01 08:00:00,1.0,0.03466204506065858,18.086655112651638,1.569324090121317,0.0917443943439833,10.733955154751866,11.445677283104782,False
972,BHMBCCMKT01,577,26.14453614,91.73617216,20,truck,0.0,1,0,29-11-2016,07:55:00,2025-01-01 08:00:00,1.5,0.03466204506065858,18.155979202772954,2.069324090121317,0.1362288611813601,11.08983088945088,11.445677283104782,False
990,BHMBCCMKT01,577,26.14453614,91.73617216,17,car,0.0,1,0,30-11-2016,08:02:00,2025-01-01 08:00:00,1.0,0.029462738301559793,18.214904679376072,1.5589254766031195,0.09081924078757339,10.72655392630059,11.445677283104782,False
1008,BHMBCCMKT01,577,26.14453614,91.73617216,22,bike,0.0,1,0,01-12-2016,08:05:00,2025-01-01 08:00:00,0.5,0.038128249566724434,18.291161178509523,1.076256499133449,0.04787669654421315,10.383013572353706,11.445677283104782,False
1026,BHMBCCMKT01,577,26.14453614,91.73617216,18,bike,0.0,1,0,02-12-2016,07:55:00,2025-01-01 08:00:00,0.5,0.03119584055459272,18.35355285961871,1.0623916811091854,0.04664315846899992,10.373145267752,11.445677283104782,False
1044,BHMBCCMKT01,577,26.14453614,91.73617216,11,bike,0.0,1,1,05-12-2016,08:02:00,2025-01-01 08:00:00,0.5,0.019064124783362217,18.391681109185434,2.5381282495667246,0.17793786734950715,11.423502938796057,11.445677283104782,False
1062,BHMBCCMKT01,577,26.14453614,91.73617216,11,car,0.0,1,0,06-12-2016,07:56:00,2025-01-01 08:00:00,1.0,0.019064124783362217,18.42980935875216,1.5381282495667246,0.08896893367475357,10.711751469398028,11.445677283104782,False
1080,BHMBCCMKT01,577,26.14453614,91.73617216,11,car,0.0,1,0,07-12-2016,07:59:00,2025-01-01 08:00:00,1.0,0.019064124783362217,18.467937608318884,1.5381282495667246,0.08896893367475357,10.711751469398028,11.445677283104782,False
1098,BHMBCCMKT01,577,26.14453614,91.73617216,14,bike,0.0,1,0,08-12-2016,07:59:00,2025-01-01 08:00:00,0.5,0.024263431542461005,18.516464471403808,1.048526863084922,0.0454096203937867,10.363276963150295,11.445677283104782,False
1116,BHMBCCMKT01,577,26.14453614,91.73617216,12,car,0.0,2,0,09-12-2016,08:02:00,2025-01-01 08:00:00,1.0,0.02079722703639515,18.558058925476598,2.0415944540727904,0.13376178503093367,11.070094280247469,11.445677283104782,False
1134,BHMBCCMKT01,577,26.14453614,91.73617216,7,car,0.0,0,0,10-12-2016,07:59:00,2025-01-01 08:00:00,1.0,0.012131715771230503,18.58232235701906,1.024263431542461,0.04325092876216357,10.346007430097309,11.445677283104782,False
1152,BHMBCCMKT01,577,26.14453614,91.73617216,3,car,0.0,0,1,11-12-2016,08:02:00,2025-01-01 08:00:00,1.0,0.005199306759098787,18.592720970537258,2.5103986135181975,0.17547079119908068,11.403766329592646,11.445677283104782,False
1170,BHMBCCMKT01,577,26.14453614,91.73617216,7,car,0.0,1,0,12-12-2016,08:02:00,2025-01-01 08:00:00,1.0,0.012131715771230503,18.61698440207972,1.524263431542461,0.08773539559954036,10.701883164796321,11.445677283104782,False
1188,BHMBCCMKT01,577,26.14453614,91.73617216,14,bike,0.0,1,0,13-12-2016,08:02:00,2025-01-01 08:00:00,0.5,0.024263431542461005,18.665511265164643,1.048526863084922,0.0454096203937867,10.363276963150295,11.445677283104782,False
1206,BHMBCCMKT01,577,26.14453614,91.73617216,18,car,0.0,1,0,14-12-2016,08:43:00,2025-01-01 08:00:00,1.0,0.03119584055459272,18.72790294627383,1.5623916811091854,0.09112762530637669,10.729021002451013,11.445677283104782,False
1224,BHMBCCMKT01,577,26.14453614,91.73617216,31,cycle,0.0,1,0,15-12-2016,09:03:00,2025-01-01 08:00:00,1.0,0.053726169844020795,18.83535528596187,1.6074523396880416,0.09513662405081967,10.761092992406558,11.445677283104782,False
1242,BHMBCCMKT01,577,26.14453614,91.73617216,35,car,0.0,1,0,16-12-2016,09:03:00,2025-01-01 08:00:00,1.0,0.060658578856152515,18.956672443674176,1.621317157712305,0.09637016212603287,10.770961297008263,11.445677283104782,False
1260,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,0.0,2,0,17-12-2016,09:00:00,2025-01-01 08:00:00,1.0,0.08838821490467938,19.133448873483534,2.176776429809359,0.1457887812642626,11.1663102501141,11.445677283104782,False
1278,BHMBCCMKT01,577,26.14453614,91.73617216,6,truck,0.0,1,1,18-12-2016,08:56:00,2025-01-01 08:00:00,1.5,0.010398613518197574,19.15424610051993,3.520797227036395,0.2653648784302442,12.122919027441954,11.445677283104782,False
1296,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,0.0,2,0,19-12-2016,09:03:00,2025-01-01 08:00:00,1.0,0.0415944540727903,19.23743500866551,2.0831889081455808,0.13746239925657333,11.099699194052587,11.445677283104782,False
1314,BHMBCCTHL01,387,26.14449459,91.73620513,155,car,0.0,2,0,04-10-2016,08:59:00,2025-01-01 08:00:00,1.0,0.4005167958656331,10.801033591731267,2.801033591731266,0.20132827529928263,11.610626202394261,12.094430201120822,False
1332,BHMBCCTHL01,387,26.14449459,91.73620513,211,bike,0.0,2,0,05-10-2016,09:04:00,2025-01-01 08:00:00,0.5,0.5452196382428941,11.891472868217056,2.590439276485788,0.18259192363392757,11.460735389071422,12.094430201120822,False
1350,BHMBCCTHL01,387,26.14449459,91.73620513,157,truck,0.0,1,0,06-10-2016,08:57:00,2025-01-01 08:00:00,1.5,0.40568475452196384,12.702842377260984,2.811369509043928,0.20224785084114058,11.617982806729126,12.094430201120822,False
1368,BHMBCCTHL01,387,26.14449459,91.73620513,159,bike,0.0,2,0,07-10-2016,09:04:00,2025-01-01 08:00:00,0.5,0.4108527131782946,13.524547803617573,2.3217054263565893,0.1586829595456217,11.269463676364975,12.094430201120822,False
1386,BHMBCCTHL01,387,26.14449459,91.73620513,92,car,0.0,2,0,08-10-2016,08:57:00,2025-01-01 08:00:00,1.0,0.23772609819121446,14.000000000000002,2.475452196382429,0.17236164573075824,11.378893165846067,12.094430201120822,False
1404,BHMBCCTHL01,387,26.14449459,91.73620513,107,car,0.0,4,1,09-10-2016,09:04:00,2025-01-01 08:00:00,1.0,0.27648578811369506,14.552971576227392,5.052971576227391,0.4016807964815766,13.213446371852612,12.094430201120822,False
1422,BHMBCCTHL01,387,26.14449459,91.73620513,123,car,0.0,2,0,10-10-2016,09:04:00,2025-01-01 08:00:00,1.0,0.3178294573643411,15.188630490956074,2.6356589147286824,0.186615066629556,11.492920533036449,12.094430201120822,False
1440,BHMBCCTHL01,387,26.14449459,91.73620513,193,bike,0.0,2,0,11-10-2016,08:57:00,2025-01-01 08:00:00,0.5,0.49870801033591733,16.186046511627907,2.4974160206718348,0.17431574375720632,11.39452595005765,12.094430201120822,False
1458,BHMBCCTHL01,387,26.14449459,91.73620513,233,car,0.0,3,0,12-10-2016,09:03:00,2025-01-01 08:00:00,1.0,0.6020671834625323,17.39018087855297,3.7041343669250644,0.2816761882691182,12.253409506152945,12.094430201120822,False
1476,BHMBCCTHL01,387,26.14449459,91.73620513,170,car,0.0,2,0,13-10-2016,09:04:00,2025-01-01 08:00:00,1.0,0.4392764857881137,18.2687338501292,2.8785529715762275,0.20822509186321703,11.665800734905735,12.094430201120822,False
1494,BHMBCCTHL01,387,26.14449459,91.73620513,153,car,0.0,3,0,14-10-2016,09:01:00,2025-01-01 08:00:00,1.0,0.3953488372093023,19.059431524547804,3.2906976744186047,0.2448931665948015,11.959145332758412,12.094430201120822,False
1512,BHMBCCTHL01,387,26.14449459,91.73620513,130,truck,0.0,2,0,15-10-2016,09:01:00,2025-01-01 08:00:00,1.5,0.3359173126614987,19.7312661498708,3.1718346253229974,0.23431804786343546,11.874544382907484,12.094430201120822,False
1530,BHMBCCTHL01,387,26.14449459,91.73620513,249,car,0.0,3,1,16-10-2016,09:01:00,2025-01-01 08:00:00,1.0,0.6434108527131783,20.0,5.286821705426357,0.422486193116112,13.379889544928895,12.094430201120822,False
1548,BHMBCCTHL01,387,26.14449459,91.73620513,133,car,0.0,3,0,17-10-2016,09:01:00,2025-01-01 08:00:00,1.0,0.34366925064599485,20.0,3.1873385012919897,0.23569741117622234,11.885579289409778,12.094430201120822,False
1566,BHMBCCTHL01,387,26.14449459,91.73620513,203,cycle,0.0,3,0,18-10-2016,09:01:00,2025-01-01 08:00:00,1.0,0.524547803617571,20.0,3.549095607235142,0.2678825551412495,12.143060441129997,12.094430201120822,False
1584,BHMBCCTHL01,387,26.14449459,91.73620513,206,car,0.0,2,0,19-10-2016,08:58:00,2025-01-01 08:00:00,1.0,0.5322997416020672,20.0,3.0645994832041343,0.22477745161665955,11.798219612933277,12.094430201120822,False
1602,BHMBCCTHL01,387,26.14449459,91.73620513,74,car,0.0,2,0,22-10-2016,08:59:00,2025-01-01 08:00:00,1.0,0.19121447028423771,20.0,2.3824289405684755,0.16408546585403697,11.312683726832296,12.094430201120822,False
1620,BHMBCCTHL01,387,26.14449459,91.73620513,89,car,0.0,2,1,23-10-2016,08:59:00,2025-01-01 08:00:00,1.0,0.22997416020671835,20.0,3.959948320413437,0.30443568293010176,12.435485463440815,12.094430201120822,False
1638,BHMBCCTHL01,387,26.14449459,91.73620513,116,bike,0.0,3,0,24-10-2016,09:03:00,2025-01-01 08:00:00,0.5,0.2997416020671835,20.0,2.599483204134367,0.18339655223305323,11.467172417864425,12.094430201120822,False
1656,BHMBCCTHL01,387,26.14449459,91.73620513,165,car,0.0,2,0,25-10-2016,09:00:00,2025-01-01 08:00:00,1.0,0.4263565891472868,20.0,2.8527131782945734,0.20592615300857223,11.647409224068577,12.094430201120822,False
1674,BHMBCCTHL01,387,26.14449459,91.73620513,182,bike,0.0,2,0,26-10-2016,08:59:00,2025-01-01 08:00:00,0.5,0.4702842377260982,20.0,2.4405684754521966,0.16925807827698777,11.354064626215903,12.094430201120822,False
1692,BHMBCCTHL01,387,26.14449459,91.73620513,143,car,0.0,2,0,27-10-2016,08:59:00,2025-01-01 08:00:00,1.0,0.3695090439276486,20.0,2.739018087855297,0.19581082204813513,11.566486576385081,12.094430201120822,False
1710,BHMBCCTHL01,387,26.14449459,91.73620513,112,car,0.0,2,0,28-10-2016,08:56:00,2025-01-01 08:00:00,1.0,0.28940568475452194,20.0,2.5788113695090438,0.18155740114933738,11.452459209194698,12.094430201120822,False
1728,BHMBCCTHL01,387,26.14449459,91.73620513,95,car,0.0,2,0,29-10-2016,08:59:00,2025-01-01 08:00:00,1.0,0.2454780361757106,20.0,2.4909560723514215,0.17374100904354514,11.389928072348361,12.094430201120822,False
1746,BHMBCCTHL01,387,26.14449459,91.73620513,70,bike,0.0,3,1,30-10-2016,07:59:00,2025-01-01 08:00:00,0.5,0.18087855297157623,20.0,3.8617571059431524,0.2956997152824515,12.365597722259611,12.094430201120822,False
1764,BHMBCCTHL01,387,26.14449459,91.73620513,120,bike,0.0,2,0,31-10-2016,09:00:00,2025-01-01 08:00:00,0.5,0.31007751937984496,20.0,2.12015503875969,0.1407512364793923,11.126009891835139,12.094430201120822,False
1782,BHMBCCTHL01,387,26.14449459,91.73620513,130,car,0.0,1,0,01-11-2016,09:00:00,2025-01-01 08:00:00,1.0,0.3359173126614987,20.0,2.1718346253229974,0.14534911418868188,11.162792913509456,12.094430201120822,False
1800,BHMBCCTHL01,387,26.14449459,91.73620513,137,car,0.0,2,0,02-11-2016,08:56:00,2025-01-01 08:00:00,1.0,0.35400516795865633,20.0,2.7080103359173124,0.19305209542256135,11.544416763380491,12.094430201120822,False
1818,BHMBCCTHL01,387,26.14449459,91.73620513,177,car,0.0,3,0,03-11-2016,09:00:00,2025-01-01 08:00:00,1.0,0.4573643410852713,20.0,3.4147286821705425,0.25592807309709653,12.04742458477677,12.094430201120822,False
1836,BHMBCCTHL01,387,26.14449459,91.73620513,159,car,0.0,1,0,04-11-2016,08:59:00,2025-01-01 08:00:00,1.0,0.4108527131782946,20.0,2.3217054263565893,0.1586829595456217,11.269463676364975,12.094430201120822,False
1854,BHMBCCTHL01,387,26.14449459,91.73620513,82,bike,0.0,2,0,05-11-2016,08:59:00,2025-01-01 08:00:00,0.5,0.21188630490956073,20.0,1.9237726098191215,0.12327930118409185,10.986234409472734,12.094430201120822,False
1872,BHMBCCTHL01,387,26.14449459,91.73620513,56,bike,0.0,2,1,06-11-2016,09:00:00,2025-01-01 08:00:00,0.5,0.14470284237726097,20.0,3.289405684754522,0.24477821965206928,11.958225757216553,12.094430201120822,False
1890,BHMBCCTHL01,387,26.14449459,91.73620513,121,truck,0.0,2,0,07-11-2016,08:59:00,2025-01-01 08:00:00,1.5,0.31266149870801035,20.0,3.1253229974160206,0.2301799579250748,11.8414396634006,12.094430201120822,False
1908,BHMBCCTHL01,387,26.14449459,91.73620513,184,car,0.0,1,0,08-11-2016,08:59:00,2025-01-01 08:00:00,1.0,0.4754521963824289,20.0,2.450904392764858,0.17017765381884567,11.361421230550766,12.094430201120822,False
1926,BHMBCCTHL01,387,26.14449459,91.73620513,181,car,0.0,1,0,09-11-2016,09:00:00,2025-01-01 08:00:00,1.0,0.46770025839793283,20.0,2.4354005167958657,0.1687982905060588,11.350386324048468,12.094430201120822,False
1944,BHMBCCTHL01,387,26.14449459,91.73620513,157,bike,0.0,2,0,10-11-2016,09:00:00,2025-01-01 08:00:00,0.5,0.40568475452196384,20.0,2.311369509043928,0.1577633840037638,11.26210707203011,12.094430201120822,False
1962,BHMBCCTHL01,387,26.14449459,91.73620513,126,bike,0.0,2,0,11-11-2016,09:00:00,2025-01-01 08:00:00,0.5,0.32558139534883723,20.0,2.1511627906976747,0.14350996310496608,11.148079704839729,12.094430201120822,False
1980,BHMBCCTHL01,387,26.14449459,91.73620513,92,truck,0.0,1,0,12-11-2016,09:00:00,2025-01-01 08:00:00,1.5,0.23772609819121446,20.0,2.475452196382429,0.17236164573075824,11.378893165846067,12.094430201120822,False
1998,BHMBCCTHL01,387,26.14449459,91.73620513,106,car,0.0,3,1,13-11-2016,09:00:00,2025-01-01 08:00:00,1.0,0.2739018087855297,20.0,4.547803617571059,0.3567365418732708,12.853892334986167,12.094430201120822,False
2016,BHMBCCTHL01,387,26.14449459,91.73620513,109,cycle,0.0,2,0,14-11-2016,09:00:00,2025-01-01 08:00:00,1.0,0.28165374677002586,20.0,2.5633074935400515,0.1801780378365505,11.441424302692404,12.094430201120822,False
